loss,conv2d_63_loss,conv2d_126_loss,val_loss,val_conv2d_63_loss,val_conv2d_126_loss
"0,0557","0,0321","0,0236","0,084","0,043","0,042"
"0,0557","0,0321","0,0236","0,084","0,043","0,042"
"0,0557","0,0321","0,0235","0,084","0,043","0,042"
"0,0556","0,0321","0,0235","0,084","0,043","0,042"
"0,0556","0,0321","0,0235","0,084","0,043","0,042"
"0,0556","0,0321","0,0235","0,084","0,043","0,042"
"0,0556","0,0321","0,0235","0,084","0,043","0,042"
"0,0556","0,0321","0,0235","0,084","0,043","0,042"
"0,0556","0,0321","0,0235","0,084","0,043","0,042"
"0,0556","0,0321","0,0235","0,084","0,043","0,042"
"0,0556","0,0321","0,0235","0,084","0,043","0,042"
"0,0556","0,0321","0,0235","0,084","0,043","0,042"
"0,0556","0,0321","0,0235","0,085","0,043","0,042"
"0,0556","0,0321","0,0235","0,084","0,043","0,042"
"0,0556","0,0321","0,0235","0,084","0,043","0,042"
"0,0556","0,0321","0,0235","0,084","0,043","0,042"
"0,0556","0,0321","0,0235","0,085","0,043","0,042"
"0,0555","0,0321","0,0235","0,085","0,043","0,042"
"0,0556","0,0321","0,0235","0,084","0,043","0,042"
"0,0555","0,0321","0,0235","0,084","0,043","0,042"
"0,0556","0,0321","0,0235","0,085","0,043","0,042"
"0,0556","0,0321","0,0235","0,084","0,043","0,042"
"0,0556","0,0321","0,0235","0,085","0,043","0,042"
"0,0556","0,0321","0,0235","0,085","0,043","0,042"
"0,0556","0,0321","0,0235","0,084","0,043","0,042"
"0,0555","0,0321","0,0235","0,085","0,043","0,042"
"0,0556","0,0321","0,0235","0,085","0,043","0,042"
"0,0556","0,0321","0,0235","0,085","0,043","0,042"
"0,0556","0,0321","0,0235","0,085","0,043","0,042"
"0,0556","0,0321","0,0235","0,084","0,043","0,042"
"0,0556","0,0321","0,0235","0,084","0,043","0,042"
"0,0556","0,0321","0,0235","0,085","0,043","0,042"
"0,0555","0,0321","0,0235","0,084","0,043","0,042"
"0,0556","0,0321","0,0235","0,084","0,043","0,042"
"0,0556","0,0321","0,0235","0,084","0,043","0,042"
"0,0556","0,0321","0,0235","0,084","0,043","0,042"
"0,0555","0,0321","0,0235","0,085","0,043","0,042"
"0,0556","0,0321","0,0235","0,085","0,043","0,042"
"0,0556","0,0321","0,0235","0,085","0,043","0,042"
"0,0556","0,0321","0,0235","0,084","0,043","0,042"
"0,0556","0,0321","0,0235","0,085","0,043","0,042"
"0,0556","0,0321","0,0235","0,084","0,043","0,042"
"0,0556","0,0321","0,0235","0,085","0,043","0,042"
"0,0556","0,0321","0,0235","0,084","0,043","0,042"
"0,0556","0,0321","0,0235","0,084","0,043","0,042"
"0,0556","0,0321","0,0235","0,085","0,043","0,042"
"0,0556","0,0321","0,0235","0,084","0,043","0,042"
"0,0556","0,0321","0,0235","0,084","0,043","0,042"
"0,0559","0,0321","0,0238","0,084","0,043","0,042"
"0,0556","0,0321","0,0235","0,085","0,043","0,042"
"0,0555","0,0321","0,0235","0,084","0,043","0,042"
"0,0556","0,0321","0,0235","0,085","0,043","0,042"
"0,0555","0,0321","0,0235","0,084","0,043","0,042"
"0,0556","0,0321","0,0235","0,085","0,043","0,042"
"0,0556","0,0321","0,0235","0,084","0,043","0,042"
"0,0556","0,0321","0,0235","0,084","0,043","0,042"
"0,0556","0,0321","0,0235","0,084","0,043","0,042"
"0,0556","0,0321","0,0235","0,084","0,043","0,042"
"0,0556","0,0321","0,0235","0,085","0,043","0,042"
"0,0556","0,0321","0,0235","0,084","0,043","0,042"
"0,0556","0,0321","0,0235","0,084","0,043","0,042"
"0,0556","0,0321","0,0235","0,085","0,043","0,042"
"0,0556","0,0321","0,0235","0,085","0,043","0,042"
"0,0556","0,0321","0,0235","0,085","0,043","0,042"
"0,0555","0,0321","0,0235","0,084","0,043","0,042"
"0,0556","0,0321","0,0235","0,085","0,043","0,042"
"0,0556","0,0321","0,0235","0,085","0,043","0,042"
"0,0556","0,0321","0,0235","0,084","0,043","0,042"
"0,0556","0,0321","0,0235","0,084","0,043","0,042"
"0,0556","0,0321","0,0235","0,084","0,043","0,042"
"0,0556","0,0321","0,0235","0,084","0,043","0,042"
"0,0556","0,0321","0,0235","0,085","0,043","0,042"
"0,0556","0,0321","0,0235","0,084","0,043","0,042"
"0,0555","0,0321","0,0235","0,084","0,043","0,042"
"0,0556","0,0321","0,0235","0,084","0,043","0,042"
"0,0556","0,0321","0,0235","0,084","0,043","0,042"
"0,0556","0,0321","0,0235","0,084","0,043","0,042"
"0,0556","0,0321","0,0235","0,084","0,043","0,042"
"0,0555","0,0321","0,0235","0,085","0,043","0,042"
"0,0556","0,0321","0,0235","0,085","0,043","0,042"
"0,0556","0,0321","0,0235","0,084","0,043","0,042"
"0,0556","0,0321","0,0235","0,084","0,043","0,042"
"0,0556","0,0321","0,0235","0,085","0,043","0,042"
"0,0556","0,0321","0,0235","0,084","0,043","0,042"
"0,0556","0,0321","0,0235","0,085","0,043","0,042"
"0,0555","0,0321","0,0235","0,085","0,043","0,042"
"0,0556","0,0321","0,0235","0,085","0,043","0,042"
"0,0556","0,0321","0,0235","0,084","0,043","0,042"
"0,0556","0,0321","0,0235","0,085","0,043","0,042"
"0,0555","0,0321","0,0235","0,084","0,043","0,042"
"0,0555","0,0321","0,0235","0,085","0,043","0,042"
"0,0556","0,0321","0,0235","0,085","0,043","0,042"
"0,0556","0,0321","0,0235","0,084","0,043","0,042"
"0,0555","0,0321","0,0235","0,084","0,043","0,042"
"0,0556","0,0321","0,0235","0,085","0,043","0,042"
"0,0556","0,0321","0,0235","0,085","0,043","0,042"
"0,0556","0,0321","0,0235","0,085","0,043","0,042"
"0,0556","0,0321","0,0235","0,084","0,043","0,042"
"0,0555","0,0321","0,0235","0,085","0,043","0,042"
"0,0556","0,0321","0,0235","0,085","0,043","0,042"
"0,0556","0,0321","0,0235","0,084","0,043","0,042"
"0,0556","0,0321","0,0235","0,085","0,043","0,042"
"0,0556","0,0321","0,0235","0,085","0,043","0,042"
"0,0556","0,0321","0,0235","0,085","0,043","0,042"
"0,0556","0,0321","0,0235","0,084","0,043","0,042"
"0,0556","0,0321","0,0235","0,085","0,043","0,042"
"0,0556","0,0321","0,0235","0,084","0,043","0,042"
"0,0556","0,0321","0,0235","0,085","0,043","0,042"
"0,0556","0,0321","0,0235","0,085","0,043","0,042"
"0,0556","0,0321","0,0235","0,084","0,043","0,042"
"0,0556","0,0321","0,0235","0,085","0,043","0,042"
"0,0556","0,0321","0,0235","0,085","0,043","0,042"
"0,0555","0,0321","0,0235","0,084","0,043","0,042"
"0,0556","0,0321","0,0235","0,084","0,043","0,042"
"0,0556","0,0321","0,0235","0,084","0,043","0,042"
"0,0556","0,0321","0,0235","0,085","0,043","0,042"
"0,0556","0,0321","0,0235","0,084","0,043","0,042"
"0,0556","0,0321","0,0235","0,084","0,043","0,042"
"0,0556","0,0321","0,0235","0,084","0,043","0,042"
"0,0556","0,0321","0,0235","0,085","0,043","0,042"
"0,0556","0,0321","0,0235","0,084","0,043","0,042"
"0,0556","0,0321","0,0235","0,084","0,043","0,042"
"0,0556","0,0321","0,0235","0,084","0,043","0,042"
"0,0555","0,0321","0,0235","0,085","0,043","0,042"
"0,0556","0,0321","0,0235","0,084","0,043","0,042"
"0,0556","0,0321","0,0235","0,084","0,043","0,042"
"0,0556","0,0321","0,0235","0,084","0,043","0,042"
"0,0556","0,0321","0,0235","0,084","0,043","0,042"
"0,0556","0,0321","0,0235","0,084","0,043","0,042"
"0,0556","0,0321","0,0235","0,084","0,043","0,042"
"0,0556","0,0321","0,0235","0,084","0,043","0,042"
"0,0555","0,0321","0,0235","0,085","0,043","0,042"
"0,0556","0,0321","0,0235","0,085","0,043","0,042"
"0,0556","0,0321","0,0235","0,085","0,043","0,042"
"0,0555","0,0321","0,0235","0,085","0,043","0,042"
"0,0555","0,0321","0,0235","0,084","0,043","0,042"
"0,0556","0,0321","0,0235","0,085","0,043","0,042"
