loss,val_loss
"0,1084","0,063"
"0,0610","0,056"
"0,0544","0,051"
"0,0502","0,049"
"0,0481","0,049"
"0,0467","0,047"
"0,0456","0,046"
"0,0447","0,046"
"0,0439","0,047"
"0,0432","0,045"
"0,0426","0,045"
"0,0421","0,044"
"0,0417","0,044"
"0,0412","0,043"
"0,0408","0,046"
"0,0404","0,043"
"0,0401","0,044"
"0,0398","0,044"
"0,0395","0,043"
"0,0392","0,043"
"0,0389","0,043"
"0,0387","0,043"
"0,0384","0,043"
"0,0382","0,043"
"0,0380","0,043"
"0,0378","0,043"
"0,0376","0,044"
"0,0374","0,043"
"0,0372","0,043"
"0,0370","0,044"
"0,0369","0,043"
"0,0367","0,043"
"0,0351","0,042"
"0,0346","0,042"
"0,0343","0,042"
"0,0341","0,042"
"0,0339","0,043"
"0,0338","0,043"
"0,0337","0,043"
"0,0336","0,043"
"0,0334","0,043"
"0,0333","0,043"
"0,0329","0,043"
"0,0328","0,043"
"0,0328","0,043"
"0,0327","0,043"
"0,0327","0,043"
"0,0327","0,043"
"0,0326","0,043"
"0,0326","0,043"
"0,0325","0,043"
"0,0325","0,043"
"0,0325","0,043"
"0,0325","0,043"
"0,0325","0,043"
"0,0325","0,043"
"0,0325","0,043"
"0,0325","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0325","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
"0,0324","0,043"
