loss,val_loss
"0,1003","0,043"
"0,0458","0,058"
"0,0408","0,054"
"0,0387","0,039"
"0,0374","0,061"
"0,0366","0,063"
"0,0358","0,050"
"0,0354","0,043"
"0,0355","0,034"
"0,0348","0,065"
"0,0344","0,051"
"0,0341","0,047"
"0,0340","0,040"
"0,0337","0,053"
"0,0336","0,042"
"0,0335","0,039"
"0,0342","0,044"
"0,0337","0,055"
"0,0334","0,053"
"0,0333","0,046"
"0,0331","0,067"
"0,0327","0,053"
"0,0323","0,030"
"0,0321","0,036"
"0,0319","0,034"
"0,0318","0,048"
"0,0317","0,043"
"0,0315","0,036"
"0,0314","0,030"
"0,0312","0,034"
"0,0312","0,035"
"0,0310","0,031"
"0,0308","0,033"
"0,0309","0,029"
"0,0309","0,037"
"0,0305","0,055"
"0,0304","0,032"
"0,0303","0,028"
"0,0302","0,036"
"0,0300","0,027"
"0,0300","0,031"
"0,0299","0,036"
"0,0298","0,032"
"0,0297","0,035"
"0,0296","0,027"
"0,0296","0,031"
"0,0295","0,045"
"0,0293","0,028"
"0,0293","0,026"
"0,0292","0,031"
"0,0291","0,071"
"0,0290","0,048"
"0,0289","0,031"
"0,0288","0,043"
"0,0288","0,028"
"0,0287","0,044"
"0,0287","0,031"
"0,0287","0,028"
"0,0285","0,028"
"0,0285","0,039"
"0,0285","0,050"
"0,0283","0,032"
"0,0285","0,045"
"0,0282","0,028"
"0,0281","0,059"
"0,0281","0,037"
"0,0280","0,046"
"0,0280","0,036"
"0,0278","0,035"
"0,0279","0,046"
"0,0278","0,046"
"0,0278","0,031"
"0,0277","0,031"
"0,0276","0,041"
"0,0276","0,052"
"0,0275","0,033"
"0,0275","0,028"
"0,0274","0,026"
"0,0273","0,048"
"0,0274","0,025"
"0,0273","0,028"
"0,0272","0,038"
"0,0272","0,034"
"0,0271","0,025"
"0,0271","0,040"
"0,0270","0,025"
"0,0270","0,037"
"0,0269","0,033"
"0,0235","0,025"
"0,0235","0,024"
"0,0235","0,025"
"0,0235","0,025"
"0,0235","0,025"
"0,0235","0,030"
"0,0235","0,025"
"0,0234","0,027"
"0,0234","0,027"
"0,0234","0,025"
"0,0232","0,024"
"0,0232","0,024"
"0,0232","0,024"
"0,0232","0,024"
"0,0232","0,024"
"0,0232","0,024"
"0,0232","0,024"
"0,0232","0,024"
"0,0232","0,025"
"0,0232","0,024"
"0,0232","0,024"
"0,0232","0,024"
"0,0232","0,024"
"0,0232","0,024"
"0,0232","0,024"
"0,0232","0,024"
"0,0232","0,024"
"0,0232","0,024"
"0,0232","0,024"
"0,0232","0,024"
"0,0232","0,024"
"0,0232","0,024"
"0,0232","0,024"
"0,0232","0,024"
"0,0232","0,024"
"0,0232","0,024"
"0,0232","0,024"
"0,0232","0,024"
"0,0232","0,024"
"0,0232","0,024"
"0,0232","0,024"
"0,0232","0,024"
"0,0232","0,024"
"0,0232","0,024"
"0,0232","0,024"
"0,0232","0,024"
"0,0232","0,024"
"0,0234","0,024"
"0,0232","0,024"
"0,0232","0,024"
"0,0232","0,024"
"0,0232","0,024"
"0,0232","0,024"
"0,0232","0,024"
"0,0232","0,024"
"0,0232","0,024"
"0,0232","0,024"
"0,0232","0,024"
"0,0232","0,024"
"0,0233","0,024"
"0,0232","0,024"
"0,0232","0,024"
"0,0232","0,024"
