loss,val_loss
"0,1005","0,054"
"0,0525","0,053"
"0,0501","0,052"
"0,0485","0,048"
"0,0471","0,049"
"0,0461","0,074"
"0,0452","0,046"
"0,0444","0,047"
"0,0447","0,045"
"0,0433","0,045"
"0,0431","0,046"
"0,0427","0,045"
"0,0424","0,045"
"0,0420","0,045"
"0,0422","0,044"
"0,0413","0,044"
"0,0412","0,045"
"0,0414","0,044"
"0,0407","0,044"
"0,0405","0,047"
"0,0405","0,043"
"0,0402","0,044"
"0,0400","0,054"
"0,0410","0,043"
"0,0397","0,044"
"0,0401","0,044"
"0,0393","0,044"
"0,0393","0,044"
"0,0392","0,044"
"0,0392","0,043"
"0,0394","0,043"
"0,0394","0,044"
"0,0392","0,043"
"0,0392","0,044"
"0,0388","0,043"
"0,0389","0,043"
"0,0389","0,043"
"0,0384","0,044"
"0,0383","0,043"
"0,0381","0,043"
"0,0381","0,043"
"0,0378","0,043"
"0,0382","0,043"
"0,0375","0,043"
"0,0375","0,043"
"0,0361","0,042"
"0,0357","0,043"
"0,0355","0,043"
"0,0353","0,043"
"0,0352","0,043"
"0,0351","0,043"
"0,0350","0,043"
"0,0349","0,043"
"0,0348","0,043"
"0,0345","0,043"
"0,0344","0,043"
"0,0344","0,043"
"0,0343","0,043"
"0,0343","0,043"
"0,0343","0,043"
"0,0343","0,043"
"0,0342","0,043"
"0,0342","0,043"
"0,0342","0,043"
"0,0342","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
"0,0341","0,043"
