loss,val_loss
"0,0853","0,034"
"0,0389","0,029"
"0,0305","0,027"
"0,0274","0,026"
"0,0263","0,026"
"0,0256","0,026"
"0,0252","0,025"
"0,0249","0,025"
"0,0246","0,025"
"0,0243","0,025"
"0,0241","0,024"
"0,0239","0,024"
"0,0237","0,024"
"0,0236","0,024"
"0,0234","0,026"
"0,0233","0,024"
"0,0232","0,024"
"0,0231","0,024"
"0,0230","0,024"
"0,0229","0,024"
"0,0228","0,024"
"0,0227","0,024"
"0,0226","0,024"
"0,0225","0,024"
"0,0225","0,024"
"0,0224","0,024"
"0,0223","0,024"
"0,0223","0,024"
"0,0222","0,024"
"0,0221","0,024"
"0,0216","0,024"
"0,0215","0,024"
"0,0214","0,024"
"0,0213","0,024"
"0,0212","0,024"
"0,0212","0,024"
"0,0212","0,024"
"0,0211","0,024"
"0,0211","0,024"
"0,0210","0,024"
"0,0210","0,024"
"0,0208","0,024"
"0,0208","0,024"
"0,0208","0,024"
"0,0208","0,024"
"0,0208","0,024"
"0,0208","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
"0,0207","0,024"
