loss,val_loss
"0,1007","0,057"
"0,0584","0,054"
"0,0547","0,052"
"0,0512","0,054"
"0,0484","0,048"
"0,0468","0,048"
"0,0457","0,047"
"0,0449","0,046"
"0,0441","0,046"
"0,0435","0,045"
"0,0429","0,045"
"0,0424","0,045"
"0,0419","0,045"
"0,0414","0,046"
"0,0411","0,046"
"0,0407","0,044"
"0,0403","0,044"
"0,0400","0,044"
"0,0397","0,047"
"0,0394","0,047"
"0,0391","0,044"
"0,0389","0,044"
"0,0386","0,044"
"0,0384","0,044"
"0,0382","0,044"
"0,0379","0,044"
"0,0378","0,044"
"0,0375","0,044"
"0,0374","0,043"
"0,0372","0,044"
"0,0369","0,044"
"0,0368","0,044"
"0,0367","0,044"
"0,0365","0,043"
"0,0363","0,044"
"0,0362","0,045"
"0,0360","0,044"
"0,0359","0,044"
"0,0358","0,044"
"0,0357","0,044"
"0,0355","0,044"
"0,0353","0,044"
"0,0353","0,044"
"0,0337","0,043"
"0,0332","0,043"
"0,0329","0,043"
"0,0327","0,043"
"0,0326","0,044"
"0,0324","0,044"
"0,0323","0,044"
"0,0322","0,044"
"0,0321","0,044"
"0,0317","0,044"
"0,0316","0,044"
"0,0316","0,044"
"0,0316","0,044"
"0,0315","0,044"
"0,0315","0,044"
"0,0315","0,044"
"0,0314","0,044"
"0,0314","0,044"
"0,0314","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
"0,0313","0,044"
