acc
"0,03177"
"0,06523"
"0,08308"
"0,21271"
"0,28205"
"0,34532"
"0,38388"
"0,40377"
"0,42991"
"0,46211"
"0,50365"
"0,50919"
"0,49883"
"0,51214"
"0,23894"
"0,54923"
"0,54855"
"0,53315"
"0,52046"
"0,55571"
"0,51884"
"0,57063"
"0,55363"
"0,57017"
"0,56569"
"0,56421"
"0,53744"
"0,56182"
"0,56841"
"0,57932"
"0,60116"
"0,59998"
"0,60149"
"0,60047"
"0,60103"
"0,59959"
"0,60029"
"0,60042"
"0,59656"
"0,59685"
"0,59707"
"0,59904"
"0,59953"
"0,59964"
"0,59865"
"0,59875"
"0,59833"
"0,59765"
"0,59785"
"0,59840"
"0,59775"
"0,59780"
"0,59832"
"0,59770"
"0,59827"
"0,59810"
"0,59767"
"0,59776"
"0,59806"
"0,59814"
"0,59813"
"0,59803"
"0,59778"
"0,59802"
"0,59782"
"0,59782"
"0,59804"
"0,59804"
"0,59774"
"0,59786"
"0,59779"
"0,59808"
"0,59774"
"0,59761"
"0,59768"
"0,59789"
"0,59775"
"0,59779"
"0,59790"
"0,59781"
"0,59805"
"0,59785"
"0,59803"
"0,59783"
"0,59818"
"0,59778"
"0,59789"
"0,59769"
"0,59794"
"0,59789"
"0,59799"
"0,59775"
"0,59799"
"0,59788"
"0,59812"
"0,59790"
"0,59780"
"0,59823"
"0,59796"
"0,59796"
"0,59808"
"0,59777"
"0,59783"
"0,59801"
"0,59773"
"0,59807"
"0,59798"
"0,59823"
"0,59780"
"0,59773"
"0,59795"
"0,59778"
"0,59814"
"0,59776"
"0,59799"
"0,59790"
"0,59790"
"0,59821"
"0,59779"
"0,59800"
"0,59788"
"0,59769"
"0,59782"
"0,59788"
"0,59829"
"0,59809"
"0,59812"
"0,59800"
"0,59767"
"0,59800"
"0,59792"
"0,59793"
"0,59818"
"0,59789"
"0,59818"
"0,59787"
"0,59810"
"0,59765"
"0,59789"
"0,59784"
"0,59773"
"0,59805"
"0,59768"
"0,59764"
"0,59769"
"0,59791"
"0,59828"
"0,59796"
"0,59793"
"0,59812"
"0,59817"
