loss,conv2d_63_loss,conv2d_95_loss,conv2d_127_loss,val_loss,val_conv2d_63_loss,val_conv2d_95_loss,val_conv2d_127_loss
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1000","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1000","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
"0,1001","0,0392","0,0322","0,0286","0,126","0,044","0,041","0,041"
